COD_DANE;VERSION;AREA;Total_Viviendas;Casa;Apartamento;Tipo_Cuarto;Electrica_SI;Electrica_NO;GasNatural_SI;GasNatural_NO;Alcantarillado_SI;Alcantarillado_NO;Acueducto_SI;Acueducto_NO;Total_Personas;HOMBRE;MUJER;Preescolar;Primaria;Secundaria;Especializacion;Ninguna_Educacion;No_responde;Ninguno;Ninguno
7300110000000000580304;2018;1068.243465;19;14;4;1;38;0;19;0;19;0;19;0;48;15;33;11;0;15;0;0;33;0;0
7300110000000000580305;2018;1128.423544;20;16;4;0;36;0;18;0;18;0;18;0;66;31;35;13;0;13;0;5;48;1;4
7300110000000000580306;2018;925.633504;14;12;2;0;22;0;11;0;11;0;11;0;35;11;24;7;0;11;0;1;23;0;1
7300110000000000580307;2018;754.230450;14;10;4;0;24;0;12;0;12;0;12;0;36;13;23;10;0;0;0;0;36;0;0
7300110000000000580308;2018;799.642757;11;9;2;0;20;0;10;0;10;0;10;0;33;14;19;0;0;4;0;3;26;3;0
7300110000000000580309;2018;1001.031341;15;14;1;0;28;0;13;0;14;0;14;0;47;23;24;0;0;11;0;3;33;2;1
7300110000000000580310;2018;860.024428;14;11;3;0;26;0;13;0;13;0;13;0;42;20;22;17;0;4;0;0;38;0;0
7300110000000000580311;2018;973.664776;14;9;5;0;24;0;12;0;12;0;12;0;25;10;15;8;0;0;0;0;25;0;0
7300110000000000580312;2018;958.987170;12;11;1;0;24;0;12;0;12;0;12;0;37;18;19;11;0;9;0;0;28;0;0
7300110000000000580313;2018;982.979893;16;15;1;0;28;0;14;0;14;0;14;0;38;18;20;9;0;10;0;2;26;1;1
7300110000000000580314;2018;1024.974509;16;15;1;0;26;0;13;0;13;0;13;0;42;22;20;0;0;9;0;0;33;0;0
7300110000000000580315;2018;2179.635476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000580325;2018;982.275591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000580329;2018;34462.316309;11;11;0;0;22;0;1;10;5;6;8;3;40;20;20;14;0;4;0;3;33;1;2
7300110000000000580401;2018;1077.011697;15;15;0;0;28;0;14;0;14;0;14;0;45;19;26;10;0;0;0;2;43;1;1
7300110000000000580402;2018;1077.321474;18;15;3;0;36;0;18;0;18;0;17;1;60;28;32;0;0;8;0;4;48;3;1
7300110000000000580403;2018;1110.687976;19;16;3;0;38;0;17;2;19;0;19;0;56;30;26;20;0;6;0;6;44;5;1
7300110000000000580404;2018;1088.549318;18;11;6;1;36;0;18;0;18;0;18;0;55;28;27;0;0;4;0;3;48;3;0
7300110000000000580405;2018;1507.726326;32;16;14;2;60;0;29;1;30;0;30;0;79;34;45;0;0;0;0;0;79;0;0
7300110000000000580406;2018;1604.702792;18;17;1;0;36;0;18;0;18;0;18;0;56;29;27;0;0;9;0;0;47;0;0
7300110000000000580407;2018;1514.124148;26;21;4;1;50;0;25;0;25;0;25;0;77;41;36;0;36;0;0;7;34;6;1
7300110000000000580408;2018;1554.505851;28;21;6;1;52;0;24;2;26;0;26;0;79;37;42;0;39;14;0;3;23;3;0
7300110000000000580409;2018;1536.254604;29;20;9;0;50;0;25;0;25;0;25;0;71;30;41;17;31;9;0;4;27;3;1
7300110000000000580410;2018;1559.157241;30;26;4;0;56;0;26;2;28;0;28;0;86;38;48;26;0;23;0;2;61;1;1
7300110000000000580411;2018;1526.252678;24;23;0;1;38;0;19;0;19;0;19;0;72;42;30;24;0;16;0;3;53;3;0
7300110000000000580412;2018;1549.229606;29;6;23;0;44;0;22;0;22;0;22;0;67;28;39;0;0;19;0;1;47;1;0
7300110000000000580501;2018;1367.183822;29;8;20;1;52;0;26;0;26;0;26;0;88;41;47;33;0;0;0;4;84;3;1
7300110000000000580502;2018;1368.350896;22;20;1;1;44;0;22;0;22;0;22;0;73;34;39;0;0;0;0;2;71;1;1
7300110000000000580503;2018;1292.386554;22;16;6;0;24;0;12;0;12;0;12;0;52;27;25;0;0;0;0;4;48;4;0
7300110000000000580504;2018;916.955869;8;8;0;0;12;0;6;0;6;0;6;0;19;10;9;0;0;0;0;0;19;0;0
7300110000000000580505;2018;1191.387235;37;33;1;3;66;0;33;0;33;0;33;0;102;46;56;0;0;0;0;5;97;5;0
7300110000000000580506;2018;1269.073907;34;31;1;2;60;0;29;0;30;0;30;0;93;42;51;27;49;7;0;2;35;2;0
7300110000000000580507;2018;1282.655721;15;13;2;0;22;0;11;0;11;0;11;0;29;14;15;7;0;4;0;1;24;0;1
7300110000000000580523;2018;9194.427254;22;7;0;1;30;1;0;21;5;16;6;15;55;29;26;0;0;0;0;3;52;3;0
7300110000000000580734;2018;21377.490879;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000580735;2018;33253.515629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590101;2018;2164.290613;41;38;3;0;78;0;38;1;39;0;39;0;127;60;67;37;56;19;0;5;47;4;1
7300110000000000590102;2018;2093.311414;37;37;0;0;68;0;34;0;34;0;34;0;121;59;62;0;60;21;0;1;39;1;0
7300110000000000590103;2018;2123.431979;35;32;2;1;68;0;32;2;34;0;34;0;108;51;57;37;0;17;0;2;89;2;0
7300110000000000590104;2018;2205.754710;59;59;0;0;112;0;55;1;56;0;56;0;168;76;92;58;0;0;0;6;162;1;5
7300110000000000590105;2018;2132.770150;65;64;1;0;112;0;55;1;56;0;56;0;197;103;94;70;0;17;0;7;173;7;0
7300110000000000590106;2018;3022.784930;52;50;2;0;96;0;47;0;48;0;48;0;166;84;82;38;0;29;0;3;134;3;0
7300110000000000590107;2018;2200.807820;57;55;2;0;96;0;45;1;48;0;48;0;147;67;80;49;0;18;0;6;123;4;2
7300110000000000590110;2018;1392.484383;40;40;0;0;64;0;32;0;32;0;32;0;96;43;53;32;0;15;0;0;81;0;0
7300110000000000590111;2018;2247.361937;50;48;1;1;96;0;47;1;47;1;48;0;141;73;68;38;60;29;0;1;51;1;0
7300110000000000590112;2018;1390.233509;22;22;0;0;39;0;20;0;20;0;20;0;64;30;34;0;0;10;0;1;53;1;0
7300110000000000590114;2018;2076.209068;51;51;0;0;92;0;46;0;46;0;46;0;143;73;70;55;0;0;0;8;135;8;0
7300110000000000590117;2018;6044.874661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590118;2018;1737.625074;27;1;26;0;54;0;27;0;27;0;27;0;91;48;43;34;0;6;0;5;80;5;0
7300110000000000590119;2018;1755.201610;34;21;8;5;68;0;30;4;34;0;34;0;86;41;45;29;0;14;0;5;67;5;0
7300110000000000590120;2018;1782.108644;26;0;26;0;52;0;26;0;26;0;26;0;88;42;46;23;0;0;0;8;80;8;0
7300110000000000590121;2018;1733.867098;32;24;7;1;62;0;31;0;31;0;31;0;107;49;58;28;0;0;0;5;102;4;1
7300110000000000590122;2018;1154.812175;30;17;10;3;58;0;29;0;29;0;29;0;90;42;48;34;0;6;0;4;80;1;3
7300110000000000590123;2018;746.016409;17;11;6;0;34;0;15;0;17;0;17;0;40;23;17;0;0;0;0;4;36;1;3
7300110000000000590124;2018;251.255143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590125;2018;467.929890;15;8;2;5;30;0;15;0;15;0;15;0;36;20;16;0;0;0;0;3;33;2;1
7300110000000000590126;2018;901.715425;14;9;2;3;28;0;12;2;14;0;14;0;40;20;20;16;0;5;0;0;35;0;0
7300110000000000590128;2018;281.866107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590201;2018;1511.513410;32;31;1;0;56;0;26;1;28;0;28;0;74;36;38;23;27;19;0;0;28;0;0
7300110000000000590202;2018;2120.638772;59;57;2;0;106;0;50;0;53;0;53;0;138;71;67;29;0;40;0;4;94;0;4
7300110000000000590203;2018;2345.030355;43;11;25;7;78;0;37;0;39;0;39;0;125;68;57;26;0;24;0;4;97;1;3
7300110000000000590204;2018;2703.785791;47;28;18;1;90;0;45;0;45;0;45;0;144;72;72;39;0;26;0;4;114;4;0
7300110000000000590205;2018;3454.514578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590206;2018;2862.425881;76;46;25;5;138;0;69;0;69;0;69;0;203;100;103;60;95;28;0;8;72;8;0
7300110000000000590207;2018;2806.485024;64;44;17;3;112;0;56;0;56;0;56;0;159;72;87;36;74;38;0;5;42;3;2
7300110000000000590208;2018;2875.897220;73;68;5;0;140;0;66;1;70;0;70;0;202;89;113;45;0;41;0;5;156;1;4
7300110000000000590209;2018;3256.637141;68;64;4;0;122;0;56;1;61;0;61;0;137;69;68;36;0;33;0;1;103;0;1
7300110000000000590210;2018;1964.540049;47;30;12;5;92;0;46;0;46;0;46;0;139;61;78;29;59;33;0;3;44;1;2
7300110000000000590211;2018;689.453829;13;10;3;0;22;0;11;0;11;0;11;0;37;19;18;0;0;0;0;0;37;0;0
7300110000000000590212;2018;716.868511;15;8;6;1;30;0;14;1;15;0;15;0;39;18;21;10;0;11;0;0;28;0;0
7300110000000000590213;2018;754.067128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590214;2018;766.612650;19;8;7;4;36;0;18;0;18;0;18;0;48;24;24;0;0;0;0;3;45;3;0
7300110000000000590215;2018;724.131168;12;5;6;1;22;0;11;0;11;0;11;0;32;17;15;0;0;0;0;0;32;0;0
7300110000000000590216;2018;636.248110;11;6;5;0;22;0;10;1;11;0;11;0;27;15;12;0;0;5;0;1;21;1;0
7300110000000000590217;2018;2461.789038;48;23;22;3;88;0;44;0;44;0;44;0;134;51;83;0;0;34;0;2;98;1;1
7300110000000000590218;2018;2459.577774;37;37;0;0;58;0;28;0;29;0;29;0;127;62;65;42;0;16;0;3;108;2;1
7300110000000000590219;2018;2532.968542;41;41;0;0;74;0;37;0;37;0;37;0;152;70;82;37;0;31;0;3;118;3;0
7300110000000000590220;2018;2244.378383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590221;2018;2449.702589;61;31;30;0;100;0;50;0;50;0;50;0;136;62;74;35;0;33;0;2;101;1;1
7300110000000000590222;2018;2506.355184;68;20;45;3;122;0;61;0;61;0;61;0;180;86;94;33;68;50;0;4;58;2;2
7300110000000000590223;2018;2518.169374;52;48;4;0;102;0;51;0;51;0;51;0;183;93;90;42;87;35;0;7;54;6;1
7300110000000000590224;2018;2732.983939;49;47;2;0;96;0;47;1;48;0;48;0;135;72;63;27;0;38;0;2;95;1;1
7300110000000000590301;2018;1239.862491;22;22;0;0;42;0;21;0;21;0;21;0;68;34;34;24;0;6;0;1;61;1;0
7300110000000000590302;2018;1157.116260;15;15;0;0;26;0;12;1;13;0;13;0;35;15;20;0;0;0;0;3;32;3;0
7300110000000000590303;2018;1326.181061;25;24;1;0;42;0;21;0;21;0;21;0;74;35;39;13;0;13;0;9;52;2;7
7300110000000000590304;2018;1161.849157;24;24;0;0;46;0;23;0;23;0;23;0;76;42;34;27;0;0;0;1;75;1;0
7300110000000000590305;2018;1146.336801;26;18;8;0;52;0;26;0;26;0;26;0;71;35;36;0;0;16;0;1;54;1;0
7300110000000000590306;2018;1232.719063;36;18;15;3;72;0;30;6;36;0;36;0;105;47;58;33;43;13;0;9;40;8;1
7300110000000000590307;2018;1096.132244;33;26;4;3;58;0;28;0;29;0;29;0;84;45;39;23;0;13;0;1;70;1;0
7300110000000000590308;2018;1282.002302;29;27;1;1;58;1;29;0;29;0;29;0;90;39;51;26;0;12;0;3;75;3;0
7300110000000000590310;2018;1306.690929;30;21;5;4;58;0;29;0;29;0;29;0;67;31;36;0;0;0;0;1;66;1;0
7300110000000000590311;2018;1336.307594;25;25;0;0;38;0;19;0;19;0;19;0;58;27;31;0;0;0;0;1;57;0;1
7300110000000000590312;2018;1153.167407;29;28;0;1;54;0;26;1;27;0;27;0;82;39;43;26;35;14;0;1;32;1;0
7300110000000000590313;2018;1148.842633;17;16;0;1;30;0;15;0;15;0;15;0;46;24;22;0;0;3;0;2;41;1;1
7300110000000000590314;2018;1155.603718;18;18;0;0;32;0;16;0;16;0;16;0;64;34;30;23;0;5;0;4;55;3;1
7300110000000000590315;2018;5509.381601;136;134;1;1;178;2;70;19;89;0;88;1;290;155;135;131;0;7;0;12;271;12;0
7300110000000000590318;2018;979.967524;26;15;8;0;46;0;21;3;22;2;22;2;65;32;33;0;0;5;0;5;55;5;0
7300110000000000590401;2018;9543.908939;31;24;7;0;58;1;29;0;29;0;29;0;81;38;43;13;0;26;0;0;55;0;0
7300110000000000590402;2018;2807.167985;39;35;4;0;78;0;38;1;39;0;39;0;118;59;59;0;0;26;0;1;91;0;1
7300110000000000590403;2018;3300.027380;4;3;1;0;8;0;3;1;4;0;4;0;12;8;4;0;0;5;0;0;7;0;0
7300110000000000590404;2018;1752.635585;29;28;1;0;56;0;28;0;28;0;28;0;89;42;47;23;0;13;0;2;74;2;0
7300110000000000590405;2018;1969.733187;27;21;6;0;50;0;25;0;25;0;25;0;82;41;41;19;0;14;0;2;66;0;2
7300110000000000590406;2018;2646.818095;56;56;0;0;104;0;52;0;52;0;52;0;155;81;74;34;0;28;0;0;127;0;0
7300110000000000590407;2018;2786.966782;52;50;1;1;102;0;50;0;51;0;51;0;161;72;89;52;0;28;0;4;129;3;1
7300110000000000590409;2018;3218.170499;39;34;5;0;72;0;34;1;36;0;36;0;107;54;53;0;0;37;0;4;66;3;1
7300110000000000590410;2018;3034.152421;46;46;0;0;84;0;42;0;42;0;42;0;122;56;66;0;0;38;0;4;80;2;2
7300110000000000590411;2018;3199.370683;41;34;7;0;72;0;35;1;36;0;36;0;124;54;70;20;0;30;0;5;89;2;3
7300110000000000590412;2018;3524.079307;98;91;3;4;194;0;97;0;97;0;97;0;310;150;160;77;0;67;0;3;240;3;0
7300110000000000590413;2018;2993.294443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590414;2018;7356.198661;29;23;6;0;50;0;25;0;25;0;25;0;77;39;38;0;0;16;0;4;57;3;1
7300110000000000590415;2018;2043.648282;22;20;2;0;44;0;22;0;21;1;22;0;65;31;34;0;25;19;0;2;19;1;1
7300110000000000590505;2018;880.778770;13;13;0;0;25;0;11;2;13;0;12;1;46;17;29;0;0;0;0;4;42;3;1
7300110000000000590506;2018;969.746393;12;12;0;0;24;0;12;0;12;0;12;0;40;21;19;16;0;0;0;2;38;2;0
7300110000000000590522;2018;1282.938323;24;23;0;1;48;0;24;0;24;0;24;0;92;52;40;26;0;20;0;0;72;0;0
7300110000000000590523;2018;3721.676660;55;55;0;0;92;0;44;2;46;0;46;0;141;61;80;32;76;22;0;3;40;3;0
7300110000000000590524;2018;1460.215949;17;16;1;0;28;0;14;0;14;0;14;0;49;23;26;0;0;6;0;0;43;0;0
7300110000000000590525;2018;1903.842554;33;32;1;0;56;0;27;1;27;1;27;1;81;42;39;0;0;22;0;4;55;0;4
7300110000000000590526;2018;734.812896;13;12;1;0;24;1;11;1;11;1;12;0;41;19;22;0;0;12;0;1;28;0;1
7300110000000000590527;2018;1695.468871;17;16;1;0;28;0;14;0;14;0;14;0;47;26;21;8;0;17;0;1;29;1;0
7300110000000000590528;2018;2634.201174;68;5;63;0;136;0;68;0;68;0;68;0;197;86;111;33;0;70;0;5;122;5;0
7300110000000000590529;2018;5443.165556;30;28;0;2;60;0;30;0;30;0;30;0;95;49;46;23;0;18;0;6;71;1;5
7300110000000000590530;2018;1923.366779;30;29;0;1;46;0;23;0;23;0;23;0;83;38;45;0;35;17;0;0;31;0;0
7300110000000000590531;2018;17792.088400;9;3;6;0;14;0;7;0;7;0;7;0;24;10;14;0;10;7;0;1;6;0;1
7300110000000000590532;2018;1817.805502;26;25;1;0;44;0;22;0;22;0;22;0;67;29;38;24;0;0;0;2;65;2;0
7300110000000000590601;2018;10021.769421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590602;2018;1831.914508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590603;2018;2138.756051;35;32;3;0;59;0;30;0;30;0;30;0;114;56;58;30;0;19;0;2;93;1;1
7300110000000000590604;2018;6643.334776;157;5;151;1;302;0;149;0;151;0;151;0;445;208;237;65;169;143;0;16;117;7;9
7300110000000000590605;2018;1252.200831;20;19;1;0;38;0;19;0;19;0;19;0;60;26;34;25;0;0;0;3;57;3;0
7300110000000000590606;2018;1290.762611;20;20;0;0;40;0;20;0;20;0;20;0;62;24;38;17;0;5;0;1;56;1;0
7300110000000000590607;2018;1222.604032;22;18;3;1;44;0;22;0;22;0;22;0;73;38;35;0;0;0;0;9;64;8;1
7300110000000000590609;2018;1453.736043;31;26;5;0;58;0;28;0;29;0;29;0;106;57;49;30;0;11;0;3;92;3;0
7300110000000000590610;2018;1457.569492;32;32;0;0;58;0;29;0;29;0;29;0;114;53;61;45;0;7;0;1;106;0;1
7300110000000000590611;2018;1358.290441;25;25;0;0;50;0;24;0;25;0;25;0;89;47;42;34;0;0;0;5;84;4;1
7300110000000000590612;2018;3526.911492;34;34;0;0;64;0;32;0;32;0;32;0;115;47;68;39;0;19;0;1;95;1;0
7300110000000000590613;2018;1537.940524;21;21;0;0;36;0;16;2;18;0;18;0;66;29;37;21;0;5;0;3;58;3;0
7300110000000000590614;2018;1426.442239;24;24;0;0;44;0;22;0;22;0;22;0;57;29;28;0;0;0;0;2;55;2;0
7300110000000000590615;2018;1463.299436;20;20;0;0;34;0;17;0;17;0;17;0;61;32;29;0;0;0;0;2;59;2;0
7300110000000000590616;2018;1333.917018;19;18;1;0;24;0;12;0;12;0;12;0;39;18;21;0;0;0;0;0;39;0;0
7300110000000000590617;2018;1579.146391;20;20;0;0;38;0;18;1;19;0;19;0;54;27;27;0;0;3;0;1;50;1;0
7300110000000000590618;2018;988.698799;18;18;0;0;10;0;5;0;5;0;5;0;19;6;13;0;0;0;0;1;18;1;0
7300110000000000590619;2018;2176.567978;27;27;0;0;47;0;23;1;23;1;23;1;85;36;49;35;0;5;0;2;78;1;1
7300110000000000590620;2018;2363.705339;31;31;0;0;62;0;30;1;31;0;31;0;133;63;70;45;0;7;0;5;121;5;0
7300110000000000590701;2018;13125.848769;116;106;9;1;213;1;104;2;105;2;106;1;268;127;141;68;106;63;10;8;81;0;8
7300110000000000590702;2018;2472.341149;19;19;0;0;22;0;11;0;11;0;11;0;33;16;17;0;0;10;0;0;23;0;0
7300110000000000590703;2018;2059.324721;32;15;17;0;62;0;31;0;31;0;31;0;98;50;48;29;0;23;0;3;72;1;2
7300110000000000590704;2018;3247.648707;40;22;3;15;80;0;40;0;40;0;40;0;154;80;74;57;0;13;0;7;134;7;0
7300110000000000590705;2018;1835.235987;43;28;15;0;76;0;38;0;38;0;38;0;118;63;55;42;0;12;0;7;99;6;1
7300110000000000590706;2018;1687.439337;31;10;20;1;60;0;30;0;30;0;30;0;104;56;48;36;0;13;0;3;88;3;0
7300110000000000590707;2018;1230.825153;19;18;0;1;38;0;18;1;19;0;19;0;66;26;40;27;0;6;0;5;55;5;0
7300110000000000590708;2018;2332.316226;48;24;9;15;96;0;48;0;48;0;48;0;126;60;66;43;0;0;0;11;115;6;5
7300110000000000590709;2018;1620.281876;47;21;8;18;86;0;43;0;43;0;43;0;113;54;59;46;0;15;0;8;90;6;2
7300110000000000590711;2018;1589.939538;31;31;0;0;58;0;27;0;29;0;28;1;88;43;45;0;0;33;0;3;52;2;1
7300110000000000590712;2018;3107.366443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590713;2018;846.419027;12;12;0;0;24;1;12;0;12;0;12;0;50;26;24;0;0;0;0;1;49;1;0
7300110000000000590714;2018;957.403989;7;5;2;0;14;0;7;0;7;0;7;0;23;12;11;0;0;5;0;1;17;1;0
7300110000000000590715;2018;41773.880363;261;8;249;4;384;1;189;3;192;0;192;0;498;241;257;71;147;214;33;9;95;3;6
7300110000000000590716;2018;3024.800546;82;69;12;1;142;0;66;0;71;0;71;0;189;91;98;73;0;23;0;3;163;0;3
7300110000000000590717;2018;1586.492549;32;25;6;1;64;0;32;0;32;0;32;0;98;45;53;22;0;42;0;2;54;2;0
7300110000000000590718;2018;7965.715697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590719;2018;1698.727975;34;33;1;0;66;0;33;0;33;0;33;0;110;52;58;0;0;33;0;3;74;2;1
7300110000000000590720;2018;487.838967;14;9;4;1;22;0;11;0;11;0;11;0;19;9;10;0;0;0;0;3;16;2;1
7300110000000000590721;2018;1556.170756;22;14;7;1;44;0;22;0;22;0;22;0;66;31;35;9;0;31;0;0;35;0;0
7300110000000000590722;2018;1408.362689;29;27;2;0;58;0;29;0;29;0;29;0;89;46;43;12;0;0;0;8;81;7;1
7300110000000000590723;2018;1137.698473;25;23;2;0;48;0;24;0;24;0;24;0;63;32;31;11;0;15;7;6;35;3;3
7300110000000000590724;2018;1745.289774;29;29;0;0;54;0;27;0;27;0;27;0;80;41;39;0;0;25;0;2;53;2;0
7300110000000000590725;2018;2114.265534;30;26;3;1;54;0;26;1;27;0;27;0;77;38;39;0;0;29;0;1;47;1;0
7300110000000000590726;2018;1278.905632;23;22;1;0;46;0;23;0;23;0;23;0;68;34;34;8;31;22;0;2;13;2;0
7300110000000000590727;2018;1482.033164;23;23;0;0;44;0;22;0;22;0;22;0;71;32;39;14;0;20;0;4;47;1;3
7300110000000000590728;2018;26109.795650;722;16;701;4;1051;0;518;2;526;0;526;0;1439;671;768;184;384;579;156;27;293;17;10
7300110000000000590729;2018;846.707997;15;11;1;3;30;0;15;0;15;0;15;0;38;15;23;0;0;0;0;1;37;1;0
7300110000000000590730;2018;924.103521;22;22;0;0;34;0;15;0;17;0;17;0;41;21;20;0;0;16;0;0;25;0;0
7300110000000000590731;2018;2809.598839;47;44;2;1;88;0;42;0;44;0;44;0;114;51;63;40;59;8;0;1;46;0;1
7300110000000000590732;2018;2235.270103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590733;2018;2432.680476;51;41;9;1;94;0;45;2;47;0;46;1;153;69;84;47;0;10;0;4;139;4;0
7300110000000000590734;2018;1923.685069;32;31;1;0;64;0;32;0;32;0;32;0;135;63;72;38;0;9;0;11;115;5;6
7300110000000000590735;2018;1605.218407;28;28;0;0;52;0;25;0;26;0;26;0;80;35;45;0;0;24;0;0;56;0;0
7300110000000000590736;2018;493.617567;10;8;2;0;20;0;10;0;10;0;10;0;23;9;14;0;0;0;0;1;22;0;1
7300110000000000590737;2018;2691.307027;20;12;7;1;27;0;13;1;14;0;14;0;37;16;21;6;0;10;0;0;27;0;0
7300110000000000590738;2018;1071.602864;26;18;4;4;48;0;24;0;24;0;24;0;59;30;29;0;0;20;0;0;39;0;0
7300110000000000590739;2018;8743.378991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000590740;2018;6183.769484;12;4;8;0;24;0;11;0;12;0;12;0;30;16;14;0;0;0;0;5;25;0;5
7300110000000000730101;2018;10837.876242;75;28;47;0;138;0;69;0;69;0;69;0;185;84;101;29;0;52;0;7;126;5;2
7300110000000000730102;2018;4424.305449;35;35;0;0;70;0;34;1;35;0;35;0;112;60;52;36;50;14;0;4;44;4;0
7300110000000000730103;2018;7396.282020;19;19;0;0;37;0;18;1;18;1;18;1;65;34;31;0;0;11;0;2;52;1;1
7300110000000000730104;2018;239.972100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000730107;2018;188.741658;5;4;0;1;10;0;5;0;5;0;5;0;10;6;4;0;0;0;0;0;10;0;0
7300110000000000730108;2018;311.879364;7;7;0;0;14;0;7;0;7;0;7;0;27;11;16;13;0;0;0;0;27;0;0
7300110000000000730113;2018;1548.083876;17;16;1;0;24;0;12;0;12;0;12;0;38;15;23;15;0;0;0;3;35;2;1
7300110000000000730118;2018;351.696510;10;9;1;0;18;0;9;0;9;0;9;0;28;14;14;0;0;8;0;1;19;0;1
7300110000000000730119;2018;566.062030;17;17;0;0;32;0;16;0;16;0;16;0;45;21;24;0;0;8;0;1;36;1;0
7300110000000000730123;2018;20372.231490;49;46;2;1;84;0;41;1;42;0;42;0;125;51;74;41;0;19;0;7;99;7;0
7300110000000000730125;2018;8790.058641;51;47;4;0;94;0;46;1;47;0;47;0;170;81;89;50;73;27;0;7;63;7;0
7300110000000000730126;2018;7908.092110;118;69;49;0;186;0;91;0;93;0;92;1;258;124;134;54;0;66;0;7;185;7;0
7300110000000000730127;2018;232.616678;4;4;0;0;8;0;4;0;4;0;4;0;19;11;8;0;0;0;0;0;19;0;0
7300110000000000730128;2018;881.537724;15;14;1;0;24;0;12;0;12;0;12;0;42;19;23;0;0;0;0;0;42;0;0
7300110000000000730129;2018;2870.010579;35;28;7;0;54;0;27;0;27;0;27;0;75;31;44;25;0;11;0;2;62;1;1
7300110000000000730130;2018;9049.266973;48;41;6;1;86;0;36;7;41;2;43;0;125;64;61;47;0;12;0;3;110;3;0
7300110000000000730131;2018;166.461567;4;4;0;0;8;0;4;0;4;0;4;0;9;5;4;0;0;0;0;0;9;0;0
7300110000000000730212;2018;6644.231232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7300110000000000730229;2018;30444.564278;62;61;1;0;100;0;50;0;50;0;50;0;156;73;83;70;0;17;0;1;138;1;0
7300110000000000730233;2018;10406.296349;68;58;10;0;124;0;51;10;62;0;62;0;214;108;106;57;0;18;0;9;187;7;2
7300110000000000730234;2018;730.330834;23;22;1;0;42;0;21;0;21;0;21;0;54;24;30;21;0;0;0;2;52;2;0
7300110000000000730235;2018;913.706323;22;21;1;0;34;0;17;0;17;0;17;0;68;29;39;22;0;0;0;1;67;1;0
7300110000000000730236;2018;866.990182;25;25;0;0;46;0;23;0;23;0;23;0;83;41;42;30;0;8;0;2;73;2;0
7300110000000000730237;2018;869.334937;24;24;0;0;40;0;20;0;20;0;20;0;65;31;34;23;0;0;0;3;62;3;0
7300110000000000730239;2018;3752.414048;63;63;0;0;122;0;59;1;56;5;61;0;184;89;95;69;0;24;0;10;150;7;3
7300110000000000730240;2018;3668.750761;43;28;13;2;80;0;40;0;40;0;38;2;126;61;65;44;0;0;0;13;113;10;3